filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	summarylen	summarytext
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus.	49409	3206	48	549	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and the Flatline navigate the Chinese virus in the matrix, discovering its unique properties and discussing their advantage of remaining undetected as they continue their mission to infiltrate Straylight, the home of the Tessier-Ashpool clan.	49409	3206	49	549	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool.	50422	3270	49	575	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case explores the construct of Straylight with the Finn and learns about its secret chambers and intricate design.	50422	3270	50	575	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight.	51431	3334	50	598	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly activates her microchannel amps and prepares to go out and play with Case. They explore a vaulted hallway lined with museum cases and Molly tells Case a story about her past, specifically about a boy named Johnny.	51431	3334	51	598	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly recounts a story to Case about the Yakuza sending two assassins after her and Johnny, with the second one being a silent and deadly killer. They continue walking through a corridor in Straylight, noticing the opulent surroundings and the absence of people.	52450	3409	51	637	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Case and Molly confront Lady 3Jane in a grand chamber, engaging in a tense conversation while Wintermute manipulates the environment.	52450	3409	52	637	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool. In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly finds a key hidden in a small room and shares the story of how Wintermute manipulated events to ensure its discovery, while Case takes a powerful drug and experiences hallucinations before jacking out of cyberspace and returning to Maelcum.	53456	3471	52	680	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case continue their mission to access the room in Straylight using the key, facing potential obstacles and dangers along the way, while Wintermute's true intentions and control over the situation become clearer.	53456	3471	53	680	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool. In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight. Molly recounts a story to Case about the Yakuza sending two assassins after her and Johnny, with the second one being a silent and deadly killer. They continue walking through a corridor in Straylight, noticing the opulent surroundings and the absence of people.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	Molly enters a corridor and is warned to go back, but she continues and is incapacitated by a neural disruptor. She is then confronted by an old man named Ashpool, who holds her at gunpoint and invites her into his cluttered room.	54459	3541	53	720	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly tries to escape from Ashpool's room, but he engages her in conversation and reveals his deteriorating mental state.	54459	3541	54	720	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool. In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight. Molly recounts a story to Case about the Yakuza sending two assassins after her and Johnny, with the second one being a silent and deadly killer. They continue walking through a corridor in Straylight, noticing the opulent surroundings and the absence of people. Molly finds a key hidden in a small room and shares the story of how Wintermute manipulated events to ensure its discovery, while Case takes a powerful drug and experiences hallucinations before jacking out of cyberspace and returning to Maelcum.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Molly discovers the body of a dead girl in Ashpool's room, which transforms into the face of Linda Lee. Molly confronts Ashpool, administers a toxin dart to his eye, and leaves the room. Meanwhile, Case communicates with Armitage and learns that Wintermute has manipulated their memories.	55472	3613	54	762	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case confront Wintermute, seeking to uncover its true motives and the secrets of Straylight.	55472	3613	55	762	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool. In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight. Molly recounts a story to Case about the Yakuza sending two assassins after her and Johnny, with the second one being a silent and deadly killer. They continue walking through a corridor in Straylight, noticing the opulent surroundings and the absence of people. Molly finds a key hidden in a small room and shares the story of how Wintermute manipulated events to ensure its discovery, while Case takes a powerful drug and experiences hallucinations before jacking out of cyberspace and returning to Maelcum. Molly enters a corridor and is warned to go back, but she continues and is incapacitated by a neural disruptor. She is then confronted by an old man named Ashpool, who holds her at gunpoint and invites her into his cluttered room.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Molly follow a Braun microdrone through a construction area in Freeside, with Molly experiencing pain in her leg and receiving a message about Armitage's connection to General Girling.	56500	3673	55	559	
00022193.txt	Neuromancer	William Gibson	Turbo3	prediction	Molly and Case climb up the ladder, following the Braun microdrone, until they reach a dark opening. Molly receives a message revealing Armitage's true motives and his connection to General Girling, causing her to question their situation and the people they are working for.	56500	3673	56	559	In Chiba City, Case, a desperate man with a damaged nervous system, searches for a cure. He meets Linda, who warns him about a potential threat from Wage. Molly offers Case a chance to fix his neural damage and they undergo a painful medical procedure. They discover someone is trying to prevent Case from selling his RAM and leave Chiba City to meet with Armitage. Armitage reveals that Case needs to complete a job for them to receive the antidote for toxin sacs in his arteries. They enter cyberspace, infiltrate the Sense/Net building, and encounter Lupus Yonderboy, who delivers a message from Wintermute. Molly acquires an AI called Wintermute, and they travel to New York to meet the Finn. The Finn tells a story about Smith and the Tessier-Ashpool clan. Case accesses a database in London and uncovers the personal history of Colonel Willis Corto. Molly and Case leave Chiba City and travel to Istanbul, where they confront Terzibashjian and witness the demise of Riviera. They arrive in Zion and meet with the Founders, who inform them about Wintermute's message. Case encounters Deane, who reveals himself as Wintermute. They arrive in Freeside, overwhelmed by the unfamiliar surroundings. Case discusses the motives and nature of Wintermute with the construct, and they analyze the potential actions of the AI. Case decides to run a virus and contemplates getting high while watching people on the roof meadow. Case takes a beta drug and experiences intense physical and mental discomfort while Molly and Armitage have dinner at a fancy restaurant where they are about to watch a holographic performance by Peter Riviera. Riviera recounts his obsession with a mysterious woman and proceeds to create a vivid projection of her in a surreal display, causing Case to feel nauseous and flee the scene. Case notices a mysterious girl's face in a restaurant, but she disappears before he can approach her. He then contacts Maelcum to help him access the construct and find Molly's whereabouts. Case arrives at a nightclub in Freeside and requests a cubicle, but mistakenly enters the wrong one. He then finds the correct cubicle and attempts to open it, only to be confronted by a woman who threatens him. Molly reveals to Case that she was forced to perform illegal acts in cyberspace, leading to disturbing dreams and a contract on her life, while Case shares his encounter with a mysterious figure in the window. They discuss their hatred and potential targets. In the passage, Case and Cath have a tense conversation in a bar in Freeside, where Cath reveals her connection to Lady 3Jane and offers Case a drug called beta. Case takes the drug and experiences a powerful high, but also a growing anger and discomfort, causing him to abruptly leave the bar. Case takes the drug beta and experiences a powerful high, but also growing anger and discomfort, causing him to abruptly leave the bar. Case is confronted by Roland, Pierre, and Michèle, who reveal that they know about his past and threaten him with extradition unless he cooperates with them. Case and his captors, Roland, Pierre, and Michèle, walk through a meadow in Freeside, but their peaceful lunch is interrupted when a microlight strikes, killing Pierre and causing chaos. Case manages to escape and runs towards safety. Case and the Flatline discuss the dangerous ice protecting Tessier-Ashpool S.A., decide to run away, and Case prepares to jack into cyberspace with the Chinese virus. The Finn explains to Case that memory is holographic and offers to show him a construct of Straylight, the secret location of Tessier-Ashpool. In Straylight, the Finn explains the history and nature of the Tessier-Ashpool clan to Case, revealing their secluded and inward-focused existence. The Finn also mentions the importance of Molly knowing a specific word to access a room in Straylight. Molly recounts a story to Case about the Yakuza sending two assassins after her and Johnny, with the second one being a silent and deadly killer. They continue walking through a corridor in Straylight, noticing the opulent surroundings and the absence of people. Molly finds a key hidden in a small room and shares the story of how Wintermute manipulated events to ensure its discovery, while Case takes a powerful drug and experiences hallucinations before jacking out of cyberspace and returning to Maelcum. Molly enters a corridor and is warned to go back, but she continues and is incapacitated by a neural disruptor. She is then confronted by an old man named Ashpool, who holds her at gunpoint and invites her into his cluttered room. In the passage, Molly discovers the body of a dead girl in Ashpool's room, which transforms into the face of Linda Lee. Molly confronts Ashpool, administers a toxin dart to his eye, and leaves the room. Meanwhile, Case communicates with Armitage and learns that Wintermute has manipulated their memories.
00022193.txt	Neuromancer	William Gibson	Turbo3	summary	In the passage, Case and Maelcum discuss Molly being inside Straylight, and Case expresses his anger and refusal to continue with Armitage and Wintermute's plan. Maelcum reveals that he and Aerol are not running away and will stay true to their beliefs, and Case prepares to enter the matrix with the Chinese virus.	57508	3750	56	592	
